Metric,train_loss,train_acc,train_ce_loss,train_kl_loss,train_task_loss,val_loss,val_acc,val_ce_loss,val_kl_loss,val_task_loss,val_ce_loss_t,val_ce_loss_v,val_ce_loss_a,val_kl_loss_t,val_kl_loss_v,val_kl_loss_a,train_ce_loss_t,train_ce_loss_v,train_ce_loss_a,train_kl_loss_t,train_kl_loss_v,train_kl_loss_a,coeff,comb,dataset
199,4.2905,80.33,3.6885,0.0289,0.5732,6.301,65.52,5.2661,0.0116,1.0232,1.0685,1.0436,1.0427,0.0014,0.0031,0.0028,0.6055,0.849,0.8142,0.0026,0.0081,0.0075,coeff_2,"comb_2.00,2.00,1.00,2.00,1.00,2.00",MELD
199,0.8184,99.35,0.4447,0.3524,0.0213,11.4874,70.73,8.2945,1.8588,1.3341,1.776,1.1755,1.7835,0.3411,0.3113,0.4326,0.0566,0.2569,0.0374,0.0367,0.2206,0.0292,coeff_2,"comb_2.00,2.00,1.00,2.00,2.00,1.00",IEMO
199,4.2897,80.21,3.6887,0.0282,0.5727,6.302,65.56,5.2673,0.0114,1.0233,1.0689,1.0426,1.0434,0.0014,0.0032,0.0027,0.6055,0.8493,0.8142,0.0026,0.0085,0.0073,coeff_2,"comb_2.00,2.00,1.00,2.00,2.00,1.00",MELD
199,1.2241,97.88,0.7167,0.4497,0.0577,8.8998,71.35,6.3962,1.4403,1.0634,1.287,1.1768,1.3778,0.2426,0.1919,0.2856,0.0951,0.2552,0.0556,0.0414,0.1427,0.0408,coeff_2,"comb_1.00,2.00,2.00,2.00,2.00,2.00",IEMO
199,4.5558,79.92,3.9403,0.0339,0.5817,6.2743,65.44,5.2391,0.0134,1.0218,1.0608,1.0447,1.0444,0.0013,0.0029,0.0025,0.6265,0.8436,0.8133,0.0026,0.0076,0.0067,coeff_2,"comb_1.00,2.00,2.00,2.00,2.00,2.00",MELD
199,0.6873,99.07,0.3688,0.2868,0.0317,6.5884,71.6,4.2313,1.1534,1.2037,1.4903,1.1705,1.5705,0.4324,0.2973,0.2119,0.0694,0.2523,0.0471,0.0528,0.19,0.022,coeff_2,"comb_1.00,1.00,1.00,1.00,2.00,1.00",IEMO
199,2.8552,80.96,2.2725,0.0272,0.5556,4.2086,65.59,3.1604,0.0104,1.0378,1.0701,1.0443,1.046,0.0015,0.0034,0.0028,0.6066,0.8483,0.8176,0.0029,0.009,0.0076,coeff_2,"comb_1.00,1.00,1.00,1.00,2.00,1.00",MELD
199,1.2617,98.38,0.7474,0.4675,0.0467,10.7375,71.84,8.0272,1.6194,1.091,1.432,1.1892,1.3924,0.2685,0.214,0.3271,0.0708,0.2498,0.0531,0.0405,0.1534,0.0399,coeff_2,"comb_2.00,2.00,2.00,2.00,2.00,2.00",IEMO
199,5.1553,79.94,4.5389,0.0339,0.5826,7.3369,65.36,6.3071,0.0137,1.0162,1.066,1.0438,1.0438,0.0015,0.0029,0.0025,0.6124,0.8433,0.8137,0.0026,0.0076,0.0067,coeff_2,"comb_2.00,2.00,2.00,2.00,2.00,2.00",MELD
199,0.733,99.43,0.3949,0.3149,0.0233,9.0149,71.41,6.3774,1.33,1.3075,1.5959,1.1349,1.8233,0.5141,0.3166,0.2496,0.0677,0.2587,0.0343,0.0565,0.2181,0.0201,coeff_2,"comb_1.00,2.00,1.00,1.00,2.00,1.00",IEMO
199,3.6897,80.32,3.0936,0.0258,0.5703,5.2384,65.56,4.1978,0.01,1.0306,1.0657,1.0449,1.0436,0.0014,0.0032,0.0027,0.6192,0.8486,0.8129,0.0028,0.0085,0.0072,coeff_2,"comb_1.00,2.00,1.00,1.00,2.00,1.00",MELD
199,0.821,97.21,0.4169,0.33,0.0742,5.243,71.53,3.5008,0.7425,0.9997,1.2401,1.1054,1.1553,0.2231,0.1105,0.2983,0.0868,0.2616,0.0684,0.0576,0.1077,0.057,coeff_2,"comb_1.00,1.00,1.00,1.00,1.00,2.00",IEMO
199,2.8566,81.02,2.2728,0.0279,0.556,4.2063,65.48,3.1583,0.0108,1.0372,1.0696,1.0449,1.0437,0.0015,0.0033,0.0028,0.6068,0.8481,0.8178,0.0029,0.0085,0.0079,coeff_2,"comb_1.00,1.00,1.00,1.00,1.00,2.00",MELD
199,1.0151,99.17,0.6782,0.3068,0.0301,9.6705,71.29,7.2329,1.1798,1.2578,1.6643,1.1468,1.6106,0.4405,0.3009,0.2192,0.0586,0.252,0.0571,0.0531,0.1989,0.0274,coeff_2,"comb_2.00,1.00,2.00,1.00,2.00,1.00",IEMO
199,4.3179,80.37,3.7206,0.0258,0.5715,6.3017,65.25,5.2661,0.0101,1.0255,1.0698,1.0408,1.0449,0.0016,0.0033,0.0026,0.6054,0.8446,0.8206,0.0028,0.0085,0.0072,coeff_2,"comb_2.00,1.00,2.00,1.00,2.00,1.00",MELD
199,1.2029,98.24,0.7489,0.4012,0.0529,10.2811,70.92,8.1709,1.0216,1.0886,1.4766,1.1424,1.4664,0.3073,0.1544,0.4056,0.0708,0.2562,0.0474,0.0619,0.1389,0.0616,coeff_2,"comb_2.00,2.00,2.00,1.00,1.00,2.00",IEMO
199,5.1476,80.01,4.5411,0.0256,0.5809,7.3391,65.36,6.3087,0.0102,1.0202,1.0674,1.0434,1.0436,0.0015,0.003,0.0026,0.6123,0.8436,0.8146,0.0027,0.0078,0.0072,coeff_2,"comb_2.00,2.00,2.00,1.00,1.00,2.00",MELD
199,0.7724,99.23,0.401,0.3438,0.0275,9.1615,71.29,6.3036,1.56,1.2978,1.559,1.1869,1.7789,0.2816,0.2864,0.3552,0.0673,0.2544,0.0397,0.0387,0.2065,0.03,coeff_2,"comb_1.00,2.00,1.00,2.00,2.00,1.00",IEMO
199,3.6905,80.32,3.0919,0.0284,0.5702,5.2395,65.52,4.1984,0.0113,1.0297,1.0649,1.0454,1.0441,0.0013,0.0033,0.0027,0.6186,0.8482,0.8126,0.0026,0.0086,0.0073,coeff_2,"comb_1.00,2.00,1.00,2.00,2.00,1.00",MELD
199,1.1717,97.66,0.7204,0.3888,0.0624,8.5484,71.6,6.3864,1.1068,1.0551,1.4278,1.1225,1.2857,0.3507,0.1712,0.2069,0.0693,0.2541,0.0737,0.0637,0.1284,0.0342,coeff_2,"comb_2.00,1.00,2.00,1.00,2.00,2.00",IEMO
199,4.3262,80.31,3.7201,0.032,0.5741,6.2975,65.33,5.2646,0.0124,1.0205,1.0689,1.0413,1.0441,0.0017,0.003,0.0024,0.6059,0.8441,0.8201,0.0029,0.0077,0.0068,coeff_2,"comb_2.00,1.00,2.00,1.00,2.00,2.00",MELD
199,1.001,99.12,0.6684,0.3027,0.0299,9.5771,71.53,7.1903,1.0867,1.3,1.7381,1.1241,1.466,0.1717,0.2551,0.4883,0.054,0.255,0.0504,0.0259,0.2018,0.0491,coeff_2,"comb_2.00,1.00,2.00,2.00,1.00,1.00",IEMO
199,4.3122,80.38,3.7207,0.0223,0.5692,6.3052,65.21,5.2653,0.0092,1.0307,1.0697,1.0414,1.0432,0.0013,0.0036,0.003,0.6053,0.8445,0.8212,0.0026,0.0091,0.0081,coeff_2,"comb_2.00,1.00,2.00,2.00,1.00,1.00",MELD
199,0.8673,97.99,0.4308,0.3759,0.0606,7.139,71.53,5.1915,0.8975,1.05,1.2657,1.1395,1.3932,0.2558,0.1376,0.3664,0.0846,0.258,0.0442,0.0565,0.1272,0.065,coeff_2,"comb_1.00,2.00,1.00,1.00,1.00,2.00",IEMO
199,3.6906,80.32,3.0935,0.0266,0.5705,5.2387,65.67,4.1981,0.0103,1.0304,1.0655,1.0458,1.0434,0.0014,0.0031,0.0027,0.619,0.8484,0.8131,0.0028,0.0081,0.0075,coeff_2,"comb_1.00,2.00,1.00,1.00,1.00,2.00",MELD
199,1.1193,97.37,0.6848,0.3593,0.0752,6.572,70.36,4.6371,0.9096,1.0253,1.2298,1.1007,1.2058,0.1429,0.1404,0.343,0.0996,0.2563,0.0727,0.0365,0.1136,0.0593,coeff_2,"comb_1.00,1.00,2.00,2.00,1.00,2.00",IEMO
199,3.7236,80.42,3.1246,0.0294,0.5696,5.2367,65.52,4.1943,0.0118,1.0305,1.064,1.043,1.0443,0.0013,0.0032,0.0027,0.6188,0.8433,0.8191,0.0026,0.0083,0.0076,coeff_2,"comb_1.00,1.00,2.00,2.00,1.00,2.00",MELD
199,0.9655,98.97,0.6351,0.2961,0.0343,7.6231,71.6,5.2934,1.1214,1.2083,1.435,1.1199,1.6188,0.4187,0.2714,0.2156,0.0735,0.2533,0.0549,0.0573,0.1893,0.0248,coeff_2,"comb_1.00,1.00,2.00,1.00,2.00,1.00",IEMO
199,3.7208,80.36,3.1257,0.026,0.5691,5.2388,65.48,4.1968,0.0101,1.0319,1.065,1.043,1.0458,0.0015,0.0033,0.0026,0.6192,0.8438,0.8189,0.0029,0.0086,0.0073,coeff_2,"comb_1.00,1.00,2.00,1.00,2.00,1.00",MELD
199,1.2139,98.21,0.7338,0.4288,0.0512,10.7229,70.24,8.3193,1.2472,1.1564,1.4642,1.2037,1.4918,0.1994,0.1863,0.4758,0.068,0.2509,0.048,0.0372,0.1453,0.0638,coeff_2,"comb_2.00,2.00,2.00,2.00,1.00,2.00",IEMO
199,5.1475,80.02,4.5387,0.0283,0.5805,7.3391,65.36,6.3073,0.0116,1.0202,1.0669,1.0431,1.0436,0.0014,0.0031,0.0027,0.6122,0.8433,0.8139,0.0026,0.0079,0.0073,coeff_2,"comb_2.00,2.00,2.00,2.00,1.00,2.00",MELD
199,0.9288,98.06,0.4678,0.4014,0.0595,7.4456,70.67,5.289,1.0464,1.1102,1.4291,1.1427,1.2882,0.1661,0.1576,0.399,0.0711,0.2613,0.0644,0.036,0.1371,0.0554,coeff_2,"comb_2.00,1.00,1.00,2.00,1.00,2.00",IEMO
199,3.456,80.52,2.8641,0.0301,0.5618,5.2694,65.44,4.2279,0.0121,1.0294,1.0727,1.0414,1.041,0.0014,0.0032,0.0028,0.5964,0.8498,0.8216,0.0026,0.0085,0.0079,coeff_2,"comb_2.00,1.00,1.00,2.00,1.00,2.00",MELD
199,0.9175,97.88,0.4592,0.3985,0.0598,7.3314,71.6,5.2176,1.0726,1.0413,1.4222,1.1282,1.245,0.3277,0.1711,0.2014,0.0636,0.2613,0.0707,0.0637,0.1332,0.0342,coeff_2,"comb_2.00,1.00,1.00,1.00,2.00,2.00",IEMO
199,3.4623,80.54,2.865,0.033,0.5643,5.2663,65.4,4.2291,0.0126,1.0246,1.0726,1.0417,1.0422,0.0017,0.003,0.0025,0.5967,0.8503,0.8214,0.0029,0.008,0.0071,coeff_2,"comb_2.00,1.00,1.00,1.00,2.00,2.00",MELD
199,0.985,99.31,0.6732,0.2843,0.0275,9.5056,72.09,7.339,0.9379,1.2287,1.7732,1.1372,1.5182,0.3105,0.2522,0.3751,0.0558,0.2567,0.0483,0.0426,0.2001,0.0416,coeff_2,"comb_2.00,1.00,2.00,1.00,1.00,1.00",IEMO
199,4.3107,80.39,3.7218,0.0198,0.5691,6.3054,65.17,5.2664,0.0079,1.031,1.0706,1.041,1.0433,0.0014,0.0035,0.003,0.6055,0.8448,0.8212,0.0027,0.0091,0.008,coeff_2,"comb_2.00,1.00,2.00,1.00,1.00,1.00",MELD
199,1.1848,98.02,0.7093,0.4198,0.0558,8.8906,71.6,6.5611,1.2243,1.1052,1.296,1.2169,1.4157,0.3465,0.1972,0.2416,0.0924,0.2545,0.0539,0.0647,0.1413,0.0362,coeff_2,"comb_1.00,2.00,2.00,1.00,2.00,2.00",IEMO
199,4.5535,79.93,3.9405,0.0312,0.5818,6.2738,65.48,5.2394,0.012,1.0224,1.0622,1.0446,1.0441,0.0015,0.0028,0.0024,0.6269,0.8433,0.8135,0.0028,0.0075,0.0067,coeff_2,"comb_1.00,2.00,2.00,1.00,2.00,2.00",MELD
199,1.1159,97.97,0.686,0.3697,0.0602,8.4046,71.23,6.438,0.8985,1.0681,1.2446,1.1766,1.4201,0.2555,0.1409,0.3613,0.0854,0.2525,0.0478,0.0571,0.1243,0.0641,coeff_2,"comb_1.00,2.00,2.00,1.00,1.00,2.00",IEMO
199,4.5467,80.05,3.9413,0.0259,0.5794,6.277,65.56,5.2399,0.0102,1.0269,1.0633,1.0446,1.0438,0.0014,0.0031,0.0027,0.6261,0.8436,0.814,0.0027,0.0079,0.0073,coeff_2,"comb_1.00,2.00,2.00,1.00,1.00,2.00",MELD
199,0.9983,98.43,0.4824,0.4717,0.0442,9.8861,71.6,7.1287,1.6176,1.1398,1.4972,1.165,1.4846,0.2668,0.2045,0.3375,0.0632,0.2523,0.0519,0.0398,0.1579,0.0382,coeff_2,"comb_2.00,2.00,1.00,2.00,2.00,2.00",IEMO
199,4.2981,80.29,3.6883,0.0345,0.5753,6.2968,65.56,5.2645,0.0137,1.0186,1.0678,1.043,1.043,0.0015,0.0029,0.0025,0.6057,0.8487,0.8141,0.0027,0.0077,0.0069,coeff_2,"comb_2.00,2.00,1.00,2.00,2.00,2.00",MELD
199,0.691,99.36,0.3824,0.2851,0.0235,8.7475,71.72,6.4369,1.0437,1.2669,1.5894,1.1573,1.8451,0.3557,0.2561,0.4318,0.0623,0.2563,0.0319,0.0436,0.2056,0.0359,coeff_2,"comb_1.00,2.00,1.00,1.00,1.00,1.00",IEMO
199,3.6812,80.4,3.0938,0.02,0.5675,5.2425,65.48,4.1984,0.0078,1.0362,1.0664,1.0456,1.0432,0.0013,0.0035,0.003,0.6185,0.8489,0.8132,0.0027,0.0091,0.0081,coeff_2,"comb_1.00,2.00,1.00,1.00,1.00,1.00",MELD
199,0.9235,98.24,0.4507,0.4185,0.0543,7.5008,72.52,5.2215,1.2254,1.0539,1.3245,1.1283,1.3844,0.3676,0.1934,0.2355,0.0829,0.2595,0.0542,0.0598,0.1441,0.0352,coeff_2,"comb_1.00,2.00,1.00,1.00,2.00,2.00",IEMO
199,3.6981,80.28,3.093,0.032,0.5731,5.2354,65.56,4.1974,0.0121,1.0258,1.0643,1.0455,1.0438,0.0015,0.0028,0.0025,0.6195,0.8481,0.8127,0.0029,0.0077,0.0068,coeff_2,"comb_1.00,2.00,1.00,1.00,2.00,2.00",MELD
199,1.0717,99.47,0.6997,0.3491,0.0229,12.4038,70.92,9.3128,1.7535,1.3375,1.7599,1.1648,1.7317,0.3181,0.3087,0.4043,0.0552,0.256,0.0386,0.0356,0.2165,0.0307,coeff_2,"comb_2.00,2.00,2.00,2.00,2.00,1.00",IEMO
199,5.1469,80.07,4.5393,0.0276,0.58,7.3397,65.44,6.308,0.0113,1.0204,1.0667,1.0428,1.0445,0.0014,0.0032,0.0027,0.6122,0.8434,0.8141,0.0026,0.0083,0.0071,coeff_2,"comb_2.00,2.00,2.00,2.00,2.00,1.00",MELD
199,0.7385,98.69,0.3833,0.3168,0.0384,6.8987,71.41,4.269,1.4041,1.2257,1.5686,1.17,1.5305,0.2624,0.2521,0.3136,0.0732,0.2551,0.0549,0.0356,0.1835,0.031,coeff_2,"comb_1.00,1.00,1.00,2.00,2.00,1.00",IEMO
199,2.8571,80.98,2.2717,0.0297,0.5558,4.2057,65.52,3.1575,0.0117,1.0365,1.0688,1.043,1.0456,0.0013,0.0035,0.0028,0.6063,0.848,0.8173,0.0027,0.009,0.0077,coeff_2,"comb_1.00,1.00,1.00,2.00,2.00,1.00",MELD
199,0.929,98.14,0.4742,0.4037,0.0511,9.1914,71.1,7.0609,1.0466,1.0838,1.5156,1.1293,1.4503,0.3165,0.1534,0.4234,0.0633,0.2608,0.0433,0.0591,0.1432,0.0582,coeff_2,"comb_2.00,2.00,1.00,1.00,1.00,2.00",IEMO
199,4.2899,80.35,3.6903,0.0262,0.5734,6.3008,65.67,5.2673,0.0102,1.0232,1.0692,1.0436,1.0426,0.0015,0.003,0.0027,0.6057,0.849,0.815,0.0028,0.008,0.0074,coeff_2,"comb_2.00,2.00,1.00,1.00,1.00,2.00",MELD
199,0.7445,99.6,0.429,0.2959,0.0196,10.8856,70.55,8.4619,1.1158,1.3079,1.8548,1.1483,1.8019,0.3772,0.269,0.4696,0.0533,0.2587,0.0318,0.0423,0.2195,0.0341,coeff_2,"comb_2.00,2.00,1.00,1.00,1.00,1.00",IEMO
199,4.2808,80.33,3.6904,0.0196,0.5708,6.305,65.52,5.2684,0.0078,1.0288,1.0701,1.0431,1.0426,0.0014,0.0034,0.0029,0.6053,0.85,0.8149,0.0027,0.009,0.008,coeff_2,"comb_2.00,2.00,1.00,1.00,1.00,1.00",MELD
199,1.0652,97.19,0.6693,0.3204,0.0755,6.4596,71.23,4.6696,0.7752,1.0147,1.2253,1.1304,1.1834,0.2364,0.1196,0.2997,0.0957,0.2509,0.0718,0.0587,0.1017,0.0583,coeff_2,"comb_1.00,1.00,2.00,1.00,1.00,2.00",IEMO
199,3.7224,80.31,3.126,0.0269,0.5696,5.2379,65.56,4.1957,0.0106,1.0316,1.0649,1.0433,1.0442,0.0014,0.0032,0.0027,0.6192,0.8436,0.8197,0.0028,0.0082,0.0076,coeff_2,"comb_1.00,1.00,2.00,1.00,1.00,2.00",MELD
199,0.8649,97.35,0.4286,0.361,0.0753,5.4261,70.98,3.5118,0.9059,1.0084,1.2431,1.0931,1.1755,0.1438,0.138,0.3423,0.0951,0.2649,0.0686,0.035,0.1163,0.0583,coeff_2,"comb_1.00,1.00,1.00,2.00,1.00,2.00",IEMO
199,2.8584,81.01,2.2719,0.0304,0.556,4.2055,65.56,3.1573,0.0121,1.0362,1.0686,1.0448,1.0439,0.0013,0.0033,0.0029,0.6065,0.8476,0.8178,0.0026,0.0086,0.008,coeff_2,"comb_1.00,1.00,1.00,2.00,1.00,2.00",MELD
199,0.6961,98.88,0.3726,0.2872,0.0363,6.5826,71.04,4.2841,1.0366,1.262,1.6077,1.1519,1.5245,0.1544,0.2412,0.4866,0.0707,0.2558,0.0461,0.0277,0.1859,0.0459,coeff_2,"comb_1.00,1.00,1.00,2.00,1.00,1.00",IEMO
199,2.8486,81.06,2.2722,0.0235,0.5528,4.2102,65.4,3.1584,0.0095,1.0423,1.0704,1.0439,1.0442,0.0013,0.0038,0.0032,0.6058,0.8484,0.8181,0.0026,0.0096,0.0086,coeff_2,"comb_1.00,1.00,1.00,2.00,1.00,1.00",MELD
199,1.1671,97.66,0.6996,0.405,0.0625,8.4346,71.66,6.3075,1.0779,1.0491,1.2444,1.1423,1.3892,0.1699,0.1612,0.4157,0.0942,0.2543,0.0484,0.0378,0.1309,0.0677,coeff_2,"comb_1.00,2.00,2.00,2.00,1.00,2.00",IEMO
199,4.5476,80.02,3.9398,0.0284,0.5793,6.2773,65.59,5.2405,0.0114,1.0254,1.0621,1.0448,1.0444,0.0012,0.0031,0.0027,0.626,0.8431,0.8138,0.0026,0.008,0.0074,coeff_2,"comb_1.00,2.00,2.00,2.00,1.00,2.00",MELD
199,0.9108,97.81,0.445,0.4034,0.0624,7.2496,71.66,5.1455,1.0638,1.0403,1.2764,1.1092,1.3799,0.1628,0.1534,0.4314,0.0896,0.2618,0.0468,0.0352,0.1332,0.0667,coeff_2,"comb_1.00,2.00,1.00,2.00,1.00,2.00",IEMO
199,3.6915,80.29,3.0918,0.0291,0.5707,5.2374,65.63,4.1962,0.0115,1.0297,1.0643,1.0457,1.0431,0.0013,0.0031,0.0028,0.6187,0.8477,0.8127,0.0026,0.0082,0.0076,coeff_2,"comb_1.00,2.00,1.00,2.00,1.00,2.00",MELD
199,0.9196,99.09,0.6223,0.2634,0.0339,7.2822,72.09,5.2793,0.8467,1.1561,1.4795,1.1506,1.4985,0.274,0.2344,0.3384,0.0679,0.2516,0.0513,0.0436,0.1821,0.0377,coeff_2,"comb_1.00,1.00,2.00,1.00,1.00,1.00",IEMO
199,3.7131,80.46,3.1268,0.0202,0.5661,5.2423,65.56,4.1961,0.008,1.0381,1.066,1.0428,1.0445,0.0014,0.0036,0.003,0.6184,0.8444,0.8197,0.0028,0.0092,0.0082,coeff_2,"comb_1.00,1.00,2.00,1.00,1.00,1.00",MELD
199,0.8559,97.45,0.4266,0.3565,0.0728,5.6538,71.66,3.6307,0.9876,1.0354,1.2514,1.151,1.2283,0.2753,0.1613,0.1949,0.0878,0.2605,0.0783,0.0579,0.1154,0.0338,coeff_2,"comb_1.00,1.00,1.00,1.00,2.00,2.00",IEMO
199,2.8641,80.86,2.2718,0.0334,0.5589,4.2036,65.63,3.1586,0.0127,1.0323,1.0689,1.0446,1.0451,0.0016,0.003,0.0025,0.6075,0.8473,0.817,0.0029,0.0081,0.0071,coeff_2,"comb_1.00,1.00,1.00,1.00,2.00,2.00",MELD
199,1.0635,99.1,0.678,0.3562,0.0293,10.1219,70.98,7.2752,1.5882,1.2585,1.579,1.1379,1.7102,0.2926,0.2821,0.3604,0.0754,0.2596,0.0417,0.0422,0.2077,0.0321,coeff_2,"comb_1.00,2.00,2.00,2.00,2.00,1.00",IEMO
199,4.547,80.05,3.9402,0.0277,0.579,6.2789,65.44,5.2416,0.0111,1.0262,1.0619,1.0451,1.0447,0.0013,0.0032,0.0027,0.6258,0.8437,0.8135,0.0026,0.0084,0.0071,coeff_2,"comb_1.00,2.00,2.00,2.00,2.00,1.00",MELD
199,1.06,98.98,0.6895,0.3383,0.0322,9.9956,71.41,7.2056,1.5424,1.2476,1.6741,1.1532,1.551,0.2863,0.2727,0.3485,0.0613,0.2569,0.053,0.0355,0.2014,0.0329,coeff_2,"comb_2.00,1.00,2.00,2.00,2.00,1.00",IEMO
199,4.3204,80.37,3.7207,0.0284,0.5713,6.3004,65.25,5.2639,0.0115,1.0249,1.0687,1.0407,1.0449,0.0014,0.0033,0.0027,0.6055,0.8445,0.8206,0.0026,0.0086,0.0073,coeff_2,"comb_2.00,1.00,2.00,2.00,2.00,1.00",MELD
199,0.9931,99.35,0.6542,0.3151,0.0238,10.2014,70.86,7.5645,1.3231,1.3138,1.5574,1.1549,1.8486,0.4875,0.3223,0.2567,0.0684,0.2547,0.0381,0.0554,0.2139,0.0229,coeff_2,"comb_1.00,2.00,2.00,1.00,2.00,1.00",IEMO
199,4.5442,80.1,3.9401,0.0252,0.5789,6.2782,65.52,5.242,0.0098,1.0264,1.0631,1.0443,1.0451,0.0014,0.0032,0.0026,0.626,0.8438,0.8133,0.0028,0.0083,0.007,coeff_2,"comb_1.00,2.00,2.00,1.00,2.00,1.00",MELD
199,1.0552,99.52,0.7097,0.3252,0.0203,12.3219,70.55,9.561,1.3904,1.3705,1.7483,1.1617,1.8705,0.518,0.3392,0.2666,0.0602,0.2582,0.0365,0.0568,0.2249,0.0217,coeff_2,"comb_2.00,2.00,2.00,1.00,2.00,1.00",IEMO
199,5.1432,80.06,4.5381,0.0249,0.5803,7.3405,65.33,6.3101,0.0098,1.0205,1.0676,1.0436,1.0439,0.0015,0.0031,0.0026,0.6119,0.8437,0.8135,0.0027,0.0082,0.0069,coeff_2,"comb_2.00,2.00,2.00,1.00,2.00,1.00",MELD
199,1.1185,97.4,0.6847,0.3613,0.0726,6.715,71.53,4.7142,0.9768,1.0239,1.2524,1.1341,1.1936,0.2766,0.1567,0.1935,0.0961,0.2542,0.0802,0.0597,0.1155,0.0353,coeff_2,"comb_1.00,1.00,2.00,1.00,2.00,2.00",IEMO
199,3.7291,80.37,3.1249,0.0322,0.572,5.2345,65.56,4.1951,0.0124,1.027,1.0639,1.0431,1.045,0.0015,0.003,0.0024,0.6194,0.8434,0.8188,0.0029,0.0078,0.0069,coeff_2,"comb_1.00,1.00,2.00,1.00,2.00,2.00",MELD
199,1.1397,97.92,0.717,0.3588,0.0638,8.3121,71.16,6.3828,0.8671,1.0622,1.4348,1.1557,1.2018,0.2797,0.13,0.3275,0.0712,0.2541,0.0664,0.0649,0.1195,0.0549,coeff_2,"comb_2.00,1.00,2.00,1.00,1.00,2.00",IEMO
199,4.3199,80.28,3.7213,0.0266,0.5721,6.3007,65.29,5.265,0.0105,1.0251,1.0697,1.0413,1.043,0.0015,0.0031,0.0027,0.6058,0.8442,0.8212,0.0028,0.0081,0.0075,coeff_2,"comb_2.00,1.00,2.00,1.00,1.00,2.00",MELD
199,0.9959,98.78,0.6389,0.316,0.041,7.7438,71.53,5.2215,1.3442,1.1782,1.475,1.1299,1.4867,0.2475,0.2556,0.2968,0.0798,0.2512,0.0568,0.0368,0.1815,0.0304,coeff_2,"comb_1.00,1.00,2.00,2.00,2.00,1.00",IEMO
199,3.722,80.39,3.1243,0.0286,0.569,5.2385,65.48,4.1959,0.0114,1.0313,1.0641,1.0432,1.0454,0.0013,0.0034,0.0027,0.6186,0.8436,0.8185,0.0027,0.0086,0.0073,coeff_2,"comb_1.00,1.00,2.00,2.00,2.00,1.00",MELD
199,0.7776,99.24,0.416,0.333,0.0286,9.01,70.73,6.154,1.5707,1.2853,1.7392,1.1226,1.553,0.2853,0.2772,0.3614,0.0561,0.2566,0.0472,0.034,0.2048,0.0301,coeff_2,"comb_2.00,1.00,1.00,2.00,2.00,1.00",IEMO
199,3.4547,80.62,2.864,0.0294,0.5613,5.2672,65.44,4.2266,0.0118,1.0288,1.0722,1.0401,1.0421,0.0014,0.0034,0.0028,0.5961,0.8505,0.8212,0.0027,0.0089,0.0076,coeff_2,"comb_2.00,1.00,1.00,2.00,2.00,1.00",MELD
199,0.9629,97.9,0.4606,0.4444,0.058,7.5833,72.58,5.1439,1.4083,1.0311,1.274,1.0849,1.3925,0.2285,0.1781,0.2976,0.0934,0.2588,0.0541,0.0407,0.1412,0.0403,coeff_2,"comb_1.00,2.00,1.00,2.00,2.00,2.00",IEMO
199,3.6996,80.23,3.0919,0.0346,0.5731,5.2342,65.63,4.1954,0.0135,1.0253,1.0633,1.0456,1.0433,0.0013,0.0029,0.0025,0.6193,0.8473,0.8126,0.0026,0.0077,0.0069,coeff_2,"comb_1.00,2.00,1.00,2.00,2.00,2.00",MELD
199,0.8661,97.78,0.446,0.358,0.0622,7.2152,70.67,5.2895,0.8686,1.0571,1.4626,1.1414,1.223,0.2683,0.1332,0.3338,0.0614,0.2585,0.0647,0.0593,0.1228,0.053,coeff_2,"comb_2.00,1.00,1.00,1.00,1.00,2.00",IEMO
199,3.4539,80.62,2.8646,0.0274,0.5618,5.2702,65.4,4.2302,0.0107,1.0293,1.0735,1.0415,1.0416,0.0015,0.0032,0.0028,0.5961,0.8504,0.8221,0.0028,0.0084,0.0078,coeff_2,"comb_2.00,1.00,1.00,1.00,1.00,2.00",MELD
199,0.7532,99.55,0.4206,0.3146,0.018,11.3724,71.53,8.598,1.3908,1.3836,1.8455,1.1422,1.8824,0.5409,0.3161,0.2669,0.0503,0.2572,0.0314,0.0489,0.2251,0.0203,coeff_2,"comb_2.00,2.00,1.00,1.00,2.00,1.00",IEMO
199,4.2888,80.28,3.6902,0.0256,0.573,6.3021,65.44,5.2688,0.01,1.0234,1.0697,1.0428,1.0432,0.0015,0.0031,0.0027,0.6056,0.85,0.8145,0.0028,0.0084,0.0072,coeff_2,"comb_2.00,2.00,1.00,1.00,2.00,1.00",MELD
199,1.2282,98.02,0.7334,0.4353,0.0595,8.7209,72.34,6.3162,1.34,1.0647,1.3938,1.1271,1.2745,0.2263,0.1843,0.2594,0.0773,0.2531,0.0726,0.0424,0.1368,0.0384,coeff_2,"comb_2.00,1.00,2.00,2.00,2.00,2.00",IEMO
199,4.3292,80.28,3.7204,0.0349,0.5739,6.2964,65.33,5.2623,0.014,1.0201,1.0678,1.0415,1.0436,0.0015,0.003,0.0025,0.606,0.844,0.8203,0.0027,0.0078,0.0069,coeff_2,"comb_2.00,1.00,2.00,2.00,2.00,2.00",MELD
199,1.0018,99.09,0.6572,0.3144,0.0302,9.5684,71.53,7.1697,1.1474,1.2512,1.5575,1.1141,1.692,0.1775,0.2471,0.5452,0.0685,0.2549,0.0395,0.0316,0.2011,0.0501,coeff_2,"comb_1.00,2.00,2.00,2.00,1.00,1.00",IEMO
